target_id	target_type	target_name	target_organism_tax_id	target_organism	uniprot_id
NPT3169	Organism	Physalospora pyricola	509207	Physalospora pyricola	
NPT3173	Organism	Arthroderma benhamiae	63400	Arthroderma benhamiae	
NPT3176	Organism	Aspergillus ochraceus	40380	Aspergillus ochraceus	
NPT318	Organism	Streptomyces chartreusis	1969	Streptomyces chartreusis	
NPT3183	Organism	Phytophthora sojae	67593	Phytophthora sojae	
NPT3184	Organism	Glycine max	3847	Glycine max	
NPT3189	Organism	Haemophilus parainfluenzae	729	Haemophilus parainfluenzae	
NPT3195	Organism	Ulva	3118	Ulva	
NPT32	Organism	Mus musculus	10090	Mus musculus	
NPT327	Organism	Microsporum gypseum	489714	Microsporum gypseum	
NPT328	Organism	Epidermophyton floccosum	34391	Epidermophyton floccosum	
NPT329	Organism	Trichophyton rubrum	5551	Trichophyton rubrum	
NPT33	Organism	Japanese encephalitis virus	11072	Japanese encephalitis virus	
NPT330	Organism	Trichophyton mentagrophytes	523103	Trichophyton mentagrophytes	
NPT331	Organism	Ralstonia solanacearum	305	Ralstonia solanacearum	
NPT332	Organism	Human immunodeficiency virus type 2 (ISOLATE ROD)	11720	Human immunodeficiency virus type 2 (ISOLATE ROD)	
NPT334	Organism	Vaccinia virus	10245	Vaccinia virus	
NPT335	Organism	Human coxsackievirus B4	12073	Human coxsackievirus B4	
NPT336	Organism	Human parainfluenza virus 3	11216	Human parainfluenza virus 3	
NPT337	Organism	Reovirus sp.	10891	Reovirus sp.	
NPT338	Organism	Sindbis virus	11034	Sindbis virus	
NPT339	Organism	Influenza A virus H3N2	41857	Influenza A virus H3N2	
NPT341	Organism	Punta Toro virus	11587	Punta Toro virus	
NPT342	Organism	Feline coronavirus	12663	Feline coronavirus	
NPT343	Organism	Felid herpesvirus 1	10334	Felid herpesvirus 1	
NPT3469	Organism	Biomphalaria glabrata	6526	Biomphalaria glabrata	
NPT3472	Organism	Theba pisana	145622	Theba pisana	
NPT3473	Organism	Mycobacterium vaccae	1810	Mycobacterium vaccae	
NPT3474	Organism	Sporidiobolus salmonicolor	5005	Sporidiobolus salmonicolor	
NPT3478	Organism	Nicotiana tabacum	4097	Nicotiana tabacum	
NPT3479	Organism	Amaranthus	3564	Amaranthus	
NPT348	Organism	Myzus persicae	13164	Myzus persicae	
NPT3480	Organism	Yarrowia lipolytica	4952	Yarrowia lipolytica	
NPT3481	Organism	Mucor hiemalis	64493	Mucor hiemalis	
NPT3482	Organism	Penicillium griseofulvum	5078	Penicillium griseofulvum	
NPT3483	Organism	Stachybotrys chartarum	74722	Stachybotrys chartarum	
NPT3484	Organism	Hypocrea lixii	5544	Hypocrea lixii	
NPT3494	Organism	Coxsackievirus	12066	Coxsackievirus	
NPT3495	Organism	Morganella morganii	582	Morganella morganii	
NPT3496	Organism	Enterobacter	547	Enterobacter	
NPT3497	Organism	Klebsiella sp.	576	Klebsiella sp.	
NPT350	Organism	Tetranychus urticae	32264	Tetranychus urticae	
NPT3502	Organism	Sinorhizobium meliloti	382	Sinorhizobium meliloti	
NPT3503	Organism	Nippostrongylus brasiliensis	27835	Nippostrongylus brasiliensis	
NPT3515	Organism	Babesia divergens	32595	Babesia divergens	
NPT3518	Organism	Colletotrichum coccodes	27358	Colletotrichum coccodes	
NPT3519	Organism	Blumeria graminis f. sp. hordei	62688	Blumeria graminis f. sp. hordei	
NPT352	Organism	Frankliniella occidentalis	133901	Frankliniella occidentalis	
NPT3532	Organism	Penicillium sp.	5081	Penicillium sp.	
NPT3534	Organism	Xanthomonas campestris	339	Xanthomonas campestris	
NPT3535	Organism	Entamoeba histolytica HM-1:IMSS	294381	Entamoeba histolytica HM-1:IMSS	
NPT3540	Organism	Cochliobolus lunatus	5503	Cochliobolus lunatus	
NPT3544	Organism	Ochlerotatus atropalpus	28624	Ochlerotatus atropalpus	
NPT3546	Organism	Lolium rigidum	89674	Lolium rigidum	
NPT3548	Organism	Phellinus tremulae	108899	Phellinus tremulae	
NPT355	Organism	Phaseolus vulgaris	3885	Phaseolus vulgaris	
NPT3550	Organism	Halocynthia roretzi	7729	Halocynthia roretzi	
NPT356	Organism	Vitis vinifera	29760	Vitis vinifera	
NPT3572	Organism	Bacteroides thetaiotaomicron	818	Bacteroides thetaiotaomicron	
NPT3573	Organism	Bovine viral diarrhea virus	11099	Bovine viral diarrhea virus 1	
NPT3574	Organism	Herpes simplex virus (type 1 / strain F)	10304	Herpes simplex virus (type 1 / strain F)	
NPT3576	Organism	Onchocerca volvulus	6282	Onchocerca volvulus	
NPT3586	Organism	Cucurbita pepo	3663	Cucurbita pepo	
NPT3588	Organism	Candida magnoliae	5490	Candida magnoliae	
NPT3589	Organism	Candida deformans	184778	Candida deformans	
NPT3593	Organism	Lactobacillus sp.	1591	Lactobacillus sp.	
NPT3594	Organism	Galactomyces geotrichum	27317	Galactomyces geotrichum	
NPT3598	Organism	Bacillus	1386	Bacillus	
NPT3599	Organism	Staphylococcus capitis	29388	Staphylococcus capitis	
NPT3608	Organism	Salmonella enteritidis	149539	Salmonella enterica subsp. enterica serovar Enteritidis	
NPT3610	Organism	Trichosporon beigelii	5553	Trichosporon beigelii	
NPT3611	Organism	Absidia corymbifera	42458	Lichtheimia corymbifera	
NPT3613	Organism	Candida rugosa	5481	Candida rugosa	
NPT3614	Organism	Mucor fragilis	64491	Mucor fragilis	
NPT3615	Organism	Arthroderma gypseum	63402	Arthroderma gypseum	
NPT3616	Organism	Ajellomyces capsulatus	5037	Ajellomyces capsulatus	
NPT3617	Organism	Pseudallescheria boydii	5597	Pseudallescheria boydii	
NPT3618	Organism	Scedosporium prolificans	41688	Scedosporium prolificans	
NPT3619	Organism	Naegleria fowleri	5763	Naegleria fowleri	
NPT3620	Organism	Absidia	4828	Absidia	
NPT3621	Organism	Cunninghamella	4852	Cunninghamella	
NPT3622	Organism	Mucor	4830	Mucor	
NPT3623	Organism	Rhizomucor	4838	Rhizomucor	
NPT3624	Organism	Rhizopus	4842	Rhizopus	
NPT3625	Organism	Syncephalastrum	13705	Syncephalastrum	
NPT3626	Organism	Fusarium proliferatum	948311	Gibberella intermedia	
NPT3627	Organism	Microsporum	34392	Microsporum	
NPT3628	Organism	Rhodotorula glutinis	5535	Rhodotorula glutinis	
NPT3629	Organism	Aspergillus sp.	5065	Aspergillus sp.	
NPT363	Organism	Brassica oleracea var. italica	36774	Brassica oleracea var. italica	
NPT3630	Organism	Benjaminiella poitrasii	64631	Benjaminiella poitrasii	
NPT3631	Organism	Leishmania guyanensis	5670	Leishmania guyanensis	
NPT3632	Organism	Leishmania panamensis	5679	Leishmania panamensis	
NPT3636	Organism	Penicillium marneffei	37727	Penicillium marneffei	
NPT3637	Organism	Asterotremella humicola	5417	Asterotremella humicola	
NPT3638	Organism	BK polyomavirus	10629	BK polyomavirus	
NPT3639	Organism	Rhizopus microsporus var. rhizopodiformis	90259	Rhizopus microsporus var. rhizopodiformis	
NPT364	Organism	Lactuca sativa	4236	Lactuca sativa	
NPT3640	Organism	Rhizopus microsporus var. microsporus	86635	Rhizopus microsporus var. microsporus	
NPT3641	Organism	Mucor circinelloides	36080	Mucor circinelloides	
NPT3642	Organism	Apophysomyces elegans	90269	Apophysomyces elegans	
NPT3643	Organism	Dipodascus capitatus	43960	Dipodascus capitatus	
NPT3644	Organism	Neurospora crassa	5141	Neurospora crassa	
NPT3645	Organism	Glomerella graminicola	31870	Glomerella graminicola	
NPT3646	Organism	Sporothrix	29907	Sporothrix	
NPT3647	Organism	Sporothrix globosa	545651	Sporothrix globosa	
NPT3648	Organism	Sporothrix albicans	402873	Sporothrix albicans	
NPT3649	Organism	Rhodococcus sp.	1831	Rhodococcus sp.	
NPT3650	Organism	Aspergillus versicolor	46472	Aspergillus versicolor	
NPT3651	Organism	Trichophyton tonsurans	34387	Trichophyton tonsurans	
NPT3652	Organism	Trichophyton erinacei	63400	Trichophyton erinacei	
NPT3653	Organism	Scedosporium apiospermum	563466	Scedosporium apiospermum	
NPT3654	Organism	Exophiala spinifera	91928	Exophiala spinifera	
NPT3655	Organism	Cochliobolus australiensis	91365	Cochliobolus australiensis	
NPT3656	Organism	Paecilomyces variotii	264951	Paecilomyces variotii	
NPT3657	Organism	Cryptococcus albidus	100951	Cryptococcus albidus	
NPT3658	Organism	Bacillus mycoides	1405	Bacillus mycoides	
NPT3659	Organism	Eremothecium coryli	33173	Eremothecium coryli	
NPT3660	Organism	Fusarium avenaceum	40199	Fusarium avenaceum	
NPT3661	Organism	Aspergillus oryzae	5062	Aspergillus oryzae	
NPT3662	Organism	Aspergillus wentii	5066	Aspergillus wentii	
NPT3663	Organism	Fonsecaea monophora	254056	Fonsecaea monophora	
NPT3665	Organism	Cryptococcus bacillisporus	552467	Cryptococcus gattii	
NPT3666	Organism	Candida orthopsilosis	273371	Candida orthopsilosis	
NPT3667	Organism	Candida metapsilosis	273372	Candida metapsilosis	
NPT3668	Organism	Fusarium subglutinans	42677	Fusarium subglutinans	
NPT3669	Organism	Fonsecaea pedrosoi	40355	Fonsecaea pedrosoi	
NPT3670	Organism	Curvularia	5502	Curvularia	
NPT3671	Organism	Trichosporon asahii	82508	Trichosporon asahii	
NPT3672	Organism	Trichosporon inkin	82517	Trichosporon inkin	
NPT3673	Organism	Cunninghamella bertholletiae	90251	Cunninghamella bertholletiae	
NPT3674	Organism	Syncephalastrum racemosum	13706	Syncephalastrum racemosum	
NPT3675	Organism	Candida intermedia	45354	Candida intermedia	
NPT3676	Organism	Candida famata	522691	Candida famata	
NPT3677	Organism	Pichia norvegensis	4921	Pichia norvegensis	
NPT3678	Organism	Candida inconspicua	52247	Candida inconspicua	
NPT3679	Organism	Candida zeylanoides	5493	Candida zeylanoides	
NPT3680	Organism	Trichosporon	5552	Trichosporon	
NPT3681	Organism	Aspergillus	5052	Aspergillus	
NPT3682	Organism	Penicillium	5073	Penicillium	
NPT3683	Organism	Scopulariopsis brevicaulis	40375	Scopulariopsis brevicaulis	
NPT3684	Organism	Trichoderma	5543	Trichoderma	
NPT3685	Organism	Fusarium equiseti	61235	Fusarium equiseti	
NPT3686	Organism	Exophiala dermatitidis	5970	Exophiala dermatitidis	
NPT3687	Organism	Aureobasidium pullulans	5580	Aureobasidium pullulans	
NPT3688	Organism	Cladosporium	5498	Cladosporium	
NPT3689	Organism	Aspergillus tubingensis	5068	Aspergillus tubingensis	
NPT3690	Organism	Cryptococcus neoformans var. neoformans	40410	Cryptococcus neoformans var. neoformans	
NPT3691	Organism	Scopulariopsis	40374	Scopulariopsis	
NPT3692	Organism	Leishmania aethiopica	5667	Leishmania aethiopica	
NPT3693	Organism	Aspergillus clavatus	5057	Aspergillus clavatus	
NPT3694	Organism	Leishmania mexicana mexicana	44270	Leishmania mexicana mexicana	
NPT3695	Organism	Penicillium funiculosum	28572	Penicillium funiculosum	
NPT3696	Organism	Ajellomyces dermatitidis	5039	Ajellomyces dermatitidis	
NPT3697	Organism	Leishmania tropica	5666	Leishmania tropica	
NPT3698	Organism	Lindra thalassiae	45816	Lindra thalassiae	
NPT3699	Organism	Pseudomonas sp.	306	Pseudomonas sp.	
NPT3700	Organism	Candida sake	39397	Candida sake	
NPT3721	Organism	Enterococcus hirae	1354	Enterococcus hirae	
NPT3726	Organism	Influenza A virus (H5N1)	102793	Influenza A virus (H5N1)	
NPT3729	Organism	Pseudomonas tolaasii	29442	Pseudomonas tolaasii	
NPT3730	Organism	Enterococcus durans	53345	Enterococcus durans	
NPT3759	Organism	Rumex acetosa	41241	Rumex acetosa	
NPT3760	Organism	Capsicum	4071	Capsicum	
NPT3761	Organism	Anethum graveolens	40922	Anethum graveolens	
NPT3762	Organism	Prunus domestica	3758	Prunus domestica	
NPT3763	Organism	Rubus	23216	Rubus	
NPT3772	Organism	Schistocerca gregaria	7010	Schistocerca gregaria	
NPT3773	Organism	Epilachna varivestis	447619	Epilachna varivestis	
NPT3775	Organism	Biomphalaria pfeifferi	112525	Biomphalaria pfeifferi	
NPT3776	Organism	Lymnaea natalensis	106804	Radix natalensis	
NPT3779	Organism	Pisum sativum	3888	Pisum sativum	
NPT3780	Organism	Phaeomoniella chlamydospora	158046	Phaeomoniella chlamydospora	
NPT3795	Organism	Human immunodeficiency virus 2	11709	Human immunodeficiency virus 2	
NPT3807	Organism	Pichia angusta	870730	Pichia angusta	
NPT3808	Organism	Kluyveromyces lactis	28985	Kluyveromyces lactis	
NPT3810	Organism	Parabodo caudatus	351713	Parabodo caudatus	
NPT3817	Organism	Botrytis fabae	182092	Botrytis fabae	
NPT3821	Organism	Alternaria citri	135859	Alternaria citri	
NPT3843	Organism	Streptococcus viridans	78535	Streptococcus viridans	
NPT3868	Organism	Mus sp.	10095	Mus sp.	
NPT3878	Organism	Mammalian orthoreovirus 1	538120	Mammalian orthoreovirus 1	
NPT3888	Organism	Micrococcus flavus	384602	Micrococcus flavus	
NPT3889	Organism	Brevundimonas diminuta	293	Brevundimonas diminuta	
NPT3893	Organism	Streptococcus sp.	1306	Streptococcus sp.	
NPT3894	Organism	Leishmania sp.	28847	Leishmania sp.	
NPT3915	Organism	Helicoverpa armigera	29058	Helicoverpa armigera	
NPT3927	Organism	Rotifers	10190	Rotifera	
NPT3934	Organism	Brassica rapa subsp. chinensis	93385	Brassica rapa subsp. chinensis	
NPT3935	Organism	Bacillus sphaericus	1421	Lysinibacillus sphaericus	
NPT3940	Organism	Staphylococcus lentus	42858	Staphylococcus lentus	
NPT3954	Organism	Human T-lymphotropic virus 1	11908	Human T-lymphotropic virus 1	
NPT3957	Organism	Acanthamoeba castellanii	5755	Acanthamoeba castellanii	
NPT3978	Organism	Bombyx mori	7091	Bombyx mori	
NPT3980	Organism	Kocuria sp. 10-4DEP	655234	Kocuria sp. 10-4DEP	
NPT3981	Organism	Oceanobacillus iheyensis	182710	Oceanobacillus iheyensis	
NPT3982	Organism	Alteromonas sp.	232	Alteromonas sp.	
NPT3987	Organism	Corynebacterium xerosis	1725	Corynebacterium xerosis	
NPT3988	Organism	Corynebacterium minutissimum	38301	Corynebacterium minutissimum	
NPT4025	Organism	Staphylococcus hominis	1290	Staphylococcus hominis	
NPT4065	Organism	Ostrinia nubilalis	29057	Ostrinia nubilalis	
NPT4066	Organism	Streptococcus mitis	28037	Streptococcus mitis	
NPT4067	Organism	Corynebacterium pseudodiphtheriticum	37637	Corynebacterium pseudodiphtheriticum	
NPT4068	Organism	Corynebacterium diphtheriae	1717	Corynebacterium diphtheriae	
NPT4070	Organism	Cenchrus americanus	4543	Cenchrus americanus	
NPT4071	Organism	Mycobacterium gordonae	1778	Mycobacterium gordonae	
NPT4072	Organism	Shigella	620	Shigella	
NPT4073	Organism	Mycobacterium	1763	Mycobacterium	
NPT4075	Organism	Enterococcus avium	33945	Enterococcus avium	
NPT4076	Organism	Bacillus fortis	254758	Bacillus fortis	
NPT4077	Organism	Escherichia coli DH5[alpha]	668369	Escherichia coli DH5[alpha]	
NPT4078	Organism	Salmonella enterica subsp. enterica serovar Paratyphi B	57045	Salmonella enterica subsp. enterica serovar Paratyphi B	
NPT4079	Organism	Meloidogyne	189290	Meloidogyne	
NPT4080	Organism	Acinetobacter sp.	472	Acinetobacter sp.	
NPT4081	Organism	Salmonella enterica subsp. enterica serovar Abony	29482	Salmonella enterica subsp. enterica serovar Abony	
NPT4083	Organism	Gibberella fujikuroi	5127	Gibberella fujikuroi	
NPT4084	Organism	Bacillus circulans	1397	Bacillus circulans	
NPT4085	Organism	Bacillus licheniformis	1402	Bacillus licheniformis	
NPT4107	Organism	Culex pipiens	7175	Culex pipiens	
NPT4113	Organism	Leptosphaeria maculans	5022	Leptosphaeria maculans	
NPT4116	Organism	Brassica rapa	3711	Brassica rapa	
NPT4117	Organism	Sclerotium delphinii	180424	Sclerotium delphinii	
NPT4121	Organism	Rhesus monkey	9544	Macaca mulatta	
NPT4127	Organism	Pseudomonas stutzeri	316	Pseudomonas stutzeri	
NPT4128	Organism	Lactobacillus fermentum	1613	Lactobacillus fermentum	
NPT4129	Organism	Lactobacillus casei	1582	Lactobacillus casei	
NPT4130	Organism	Lactobacillus rhamnosus	47715	Lactobacillus rhamnosus	
NPT4131	Organism	Bacillus licheniformis DSM 13=ATCC 14580	279010	Bacillus licheniformis DSM 13=ATCC 14580	
NPT4132	Organism	Setophoma terrestris	798162	Setophoma terrestris	
NPT4150	Organism	Xanthomonas vesicatoria	56460	Xanthomonas vesicatoria	
NPT4151	Organism	Bacillus subtilis subsp. subtilis	135461	Bacillus subtilis subsp. subtilis	
NPT4152	Organism	Neonectria radicicola	64609	Neonectria radicicola	
NPT4153	Organism	Stagonosporopsis cucurbitacearum	749889	Stagonosporopsis cucurbitacearum	
NPT4173	Organism	Gossypium barbadense	3634	Gossypium barbadense	
NPT4174	Organism	Curcuma longa	136217	Curcuma longa	
NPT419	Organism	Oryctolagus cuniculus	9986	Oryctolagus cuniculus	
NPT4193	Organism	Human rhinovirus 1A	12134	Human rhinovirus 1A	
NPT4194	Organism	Human adenovirus type 2	10515	Human adenovirus 2	
NPT4200	Organism	Serratia liquefaciens	614	Serratia liquefaciens	
NPT4201	Organism	Providencia alcalifaciens	126385	Providencia alcalifaciens	
NPT4208	Organism	Chlamydia trachomatis	813	Chlamydia trachomatis	
NPT4225	Organism	Puccinia graminis f. sp. tritici	56615	Puccinia graminis f. sp. tritici	
NPT4226	Organism	Puccinia coronata	27344	Puccinia coronata	
NPT4235	Organism	Pseudomonas fluorescens A506	1037911	Pseudomonas fluorescens A506	
NPT4236	Organism	Erwinia piriflorinigrans	665097	Erwinia piriflorinigrans	
NPT4237	Organism	Pantoea agglomerans	549	Pantoea agglomerans	
NPT4238	Organism	Erwinia billingiae	182337	Erwinia billingiae	
NPT4239	Organism	Erwinia tasmaniensis	338565	Erwinia tasmaniensis	
NPT4240	Organism	Erwinia pyrifoliae	79967	Erwinia pyrifoliae	
NPT4249	Organism	Influenza B virus	11520	Influenza B virus	
NPT4276	Organism	Yersinia enterocolitica	630	Yersinia enterocolitica	
NPT4303	Organism	Vigna mungo	3915	Vigna mungo	
NPT4304	Organism	Macrophomina phaseolina	35725	Macrophomina phaseolina	
NPT4305	Organism	Fuchsia	13069	Fuchsia	
NPT4315	Organism	Vicia faba	3906	Vicia faba	
NPT4327	Organism	Yellow fever virus	11089	Yellow fever virus	
NPT4328	Organism	Dengue virus type 4	11070	Dengue virus 4	
NPT4329	Organism	Rift Valley fever virus	11588	Rift Valley fever virus	
NPT4330	Organism	Sandfly fever sicilian virus	28292	Sandfly fever sicilian virus	
NPT4337	Organism	Encephalomyocarditis virus	12104	Encephalomyocarditis virus	
NPT4338	Organism	Streptomyces viridochromogenes	1938	Streptomyces viridochromogenes	
NPT4339	Organism	Chlorella vulgaris	3077	Chlorella vulgaris	
NPT4340	Organism	Chlorella sorokiniana	3076	Chlorella sorokiniana	
NPT4341	Organism	Desmodesmus subspicatus	104105	Desmodesmus subspicatus	
NPT4348	Organism	Brassica rapa subsp. campestris	145471	Brassica rapa subsp. campestris	
NPT4349	Organism	Paraixeris denticulata	77561	Paraixeris denticulata	
NPT4352	Organism	Duck hepatitis B virus	12639	Duck hepatitis B virus	
NPT4353	Organism	Trichophyton interdigitale	63407	Trichophyton interdigitale	
NPT4354	Organism	Sulfolobus solfataricus	2287	Sulfolobus solfataricus	
NPT4386	Organism	Tetragonisca angustula	166442	Tetragonisca angustula	
NPT4387	Organism	Solenopsis saevissima	176597	Solenopsis saevissima	
NPT4388	Organism	Tuta absoluta	702717	Tuta absoluta	
NPT4395	Organism	Rheum x hybridum	3621	Rheum x hybridum	
NPT4396	Organism	Sorghum bicolor	4558	Sorghum bicolor	
NPT4397	Organism	Ipomoea	4119	Ipomoea	
NPT4398	Organism	Phoma	37463	Phoma	
NPT4399	Organism	Actinomyces naeslundii	1655	Actinomyces naeslundii	
NPT4400	Organism	Acanthamoeba polyphaga	5757	Acanthamoeba polyphaga	
NPT4401	Organism	Streptococcus oralis	1303	Streptococcus oralis	
NPT4402	Organism	Streptococcus gordonii	1302	Streptococcus gordonii	
NPT4403	Organism	Streptococcus salivarius	1304	Streptococcus salivarius	
NPT4427	Organism	Staphylococcus simulans	1286	Staphylococcus simulans	
NPT4428	Organism	Staphylococcus sciuri	1296	Staphylococcus sciuri	
NPT4429	Organism	Prevotella loescheii	840	Prevotella loescheii	
NPT4436	Organism	Leuconostoc	1243	Leuconostoc	
NPT447	Organism	Streptomyces	1883	Streptomyces	
NPT449	Organism	Meloidogyne javanica	6303	Meloidogyne javanica	
NPT450	Organism	Meloidogyne incognita	6306	Meloidogyne incognita	
NPT451	Organism	Helicobacter pylori	210	Helicobacter pylori	
NPT4513	Organism	Transmissible gastroenteritis virus	11149	Transmissible gastroenteritis virus	
NPT4516	Organism	Human rhinovirus 16	31708	Human rhinovirus 16	
NPT4517	Organism	Human rhinovirus 2	12130	Human rhinovirus 2	
NPT452	Organism	Helicobacter pylori SS1	102617	Helicobacter pylori SS1	
NPT4520	Organism	Lymantria dispar	13123	Lymantria dispar	
NPT4521	Organism	Penicillium roqueforti	5082	Penicillium roqueforti	
NPT4532	Organism	Anopheles stephensi	30069	Anopheles stephensi	
NPT454	Organism	Tenebrio molitor	7067	Tenebrio molitor	
NPT4541	Organism	Pleurotus ostreatus	5322	Pleurotus ostreatus	
NPT4552	Organism	Bacteroides sp.	29523	Bacteroides sp.	
NPT4584	Organism	Nocardia sp.	1821	Nocardia sp.	
NPT4585	Organism	Mycobacterium diernhoferi	1801	Mycobacterium diernhoferi	
NPT4589	Organism	Biomphalaria alexandrina	50959	Biomphalaria alexandrina	
NPT4619	Organism	Raoultella planticola	575	Raoultella planticola	
NPT4635	Organism	Colletotrichum truncatum	5467	Colletotrichum truncatum	
NPT4636	Organism	Diaporthe longicolla	54899	Diaporthe longicolla	
NPT4652	Organism	Plodia interpunctella	58824	Plodia interpunctella	
NPT4653	Organism	Dactylis glomerata	4509	Dactylis glomerata	
NPT4654	Organism	Cyperus iria	388567	Cyperus iria	
NPT4678	Organism	Hafnia alvei	569	Hafnia alvei	
NPT4691	Organism	Human poliovirus 1 strain Sabin	12082	Human poliovirus 1 strain Sabin	
NPT4692	Organism	Human echovirus 9	12060	Human echovirus 9	
NPT4693	Organism	Human adenovirus type 5	28285	Human adenovirus 5	
NPT4696	Organism	Brontispa longissima	111217	Brontispa longissima	
NPT4697	Organism	Cynomolgus monkey	9541	Macaca fascicularis	
NPT471	Organism	Trypanosoma brucei brucei	5702	Trypanosoma brucei brucei	
NPT4728	Organism	Orobanche minor	36748	Orobanche minor	
NPT4733	Organism	Carpophilus	225191	Carpophilus	
NPT4737	Organism	Microsporum audouinii	34393	Microsporum audouinii	
NPT4738	Organism	Passalora fulva	5499	Passalora fulva	
NPT4739	Organism	Pectobacterium carotovorum subsp. carotovorum	555	Pectobacterium carotovorum subsp. carotovorum	
NPT474	Organism	Plasmodium berghei	5821	Plasmodium berghei	
NPT475	Organism	Plasmodium yoelii	5861	Plasmodium yoelii	
NPT4758	Organism	Human parainfluenza virus 1	12730	Human parainfluenza virus 1	
NPT4776	Organism	Diatraea saccharalis	40085	Diatraea saccharalis	
NPT4778	Organism	Streptococcus mutans UA159	210007	Streptococcus mutans UA159	
NPT4789	Organism	Escherichia coli B	37762	Escherichia coli B	
NPT4796	Organism	Arthroderma uncinatum	74035	Arthroderma uncinatum	
NPT4797	Organism	Arthroderma obtusum	119676	Arthroderma obtusum	
NPT4799	Organism	Trichophyton tonsurans var. sulfureum	279139	Trichophyton tonsurans var. sulfureum	
NPT4800	Organism	Chlamydophila psittaci 6BC	331636	Chlamydophila psittaci 6BC	
NPT4801	Organism	Dialister micraerophilus	309120	Dialister micraerophilus	
NPT4802	Organism	Dialister pneumosintes	39950	Dialister pneumosintes	
NPT4803	Organism	Dialister propionicifaciens	308994	Dialister propionicifaciens	
NPT4804	Organism	Dialister invisus	218538	Dialister invisus	
NPT4805	Organism	Rhodococcus equi	43767	Rhodococcus equi	
NPT4806	Organism	Campylobacter coli	195	Campylobacter coli	
NPT4807	Organism	Bacteroides uniformis	820	Bacteroides uniformis	
NPT4808	Organism	Bacteroides vulgatus	821	Bacteroides vulgatus	
NPT4809	Organism	Bacteroides caccae	47678	Bacteroides caccae	
NPT4810	Organism	Bacteroides distasonis	823	Parabacteroides distasonis	
NPT4811	Organism	Bacteroides ovatus	28116	Bacteroides ovatus	
NPT4812	Organism	Parabacteroides merdae	46503	Parabacteroides merdae	
NPT4813	Organism	Bacteroides stercoris	46506	Bacteroides stercoris	
NPT4814	Organism	Penicillium italicum	40296	Penicillium italicum	
NPT4815	Organism	Neisseria meningitidis	487	Neisseria meningitidis	
NPT4816	Organism	Bordetella pertussis	520	Bordetella pertussis	
NPT4817	Organism	Finegoldia magna	1260	Finegoldia magna	
NPT4818	Organism	Peptoniphilus asaccharolyticus	1258	Peptoniphilus asaccharolyticus	
NPT4819	Organism	Anaerococcus prevotii	33034	Anaerococcus prevotii	
NPT4820	Organism	Peptostreptococcus micros	33033	Parvimonas micra	
NPT4821	Organism	Peptostreptococcus anaerobius	1261	Peptostreptococcus anaerobius	
NPT4822	Organism	Prevotella oralis	28134	Prevotella oralis	
NPT4823	Organism	Prevotella buccae	28126	Prevotella buccae	
NPT4824	Organism	Prevotella bivia	28125	Prevotella bivia	
NPT4825	Organism	Fusobacterium mortiferum	850	Fusobacterium mortiferum	
NPT4826	Organism	Fusobacterium varium	856	Fusobacterium varium	
NPT4827	Organism	Porphyromonas asaccharolytica	28123	Porphyromonas asaccharolytica	
NPT4828	Organism	Fusobacterium necrophorum	859	Fusobacterium necrophorum	
NPT4829	Organism	Prevotella melaninogenica	28132	Prevotella melaninogenica	
NPT4830	Organism	Actinomyces israelii	1659	Actinomyces israelii	
NPT4831	Organism	Actinomyces meyeri	52773	Actinomyces meyeri	
NPT4832	Organism	Veillonella parvula	29466	Veillonella parvula	
NPT4833	Organism	Clostridium paraputrificum	29363	Clostridium paraputrificum	
NPT4834	Organism	Clostridium septicum	1504	Clostridium septicum	
NPT4835	Organism	Clostridium tertium	1559	Clostridium tertium	
NPT4836	Organism	Eggerthella lenta	84112	Eggerthella lenta	
NPT4837	Organism	Clostridium tetani	1513	Clostridium tetani	
NPT4839	Organism	Staphylococcus intermedius	1285	Staphylococcus intermedius	
NPT4840	Organism	Staphylococcus lugdunensis	28035	Staphylococcus lugdunensis	
NPT4841	Organism	Pseudomonas syringae pv. phaseolicola	319	Pseudomonas syringae pv. phaseolicola	
NPT4842	Organism	Acinetobacter haemolyticus	29430	Acinetobacter haemolyticus	
NPT4843	Organism	Corynebacterium striatum	43770	Corynebacterium striatum	
NPT4844	Organism	Enterococcus gallinarum	1353	Enterococcus gallinarum	
NPT4845	Organism	Listeria innocua	1642	Listeria innocua	
NPT485	Organism	Plasmodium falciparum (isolate K1 / Thailand)	5839	Plasmodium falciparum K1	
NPT4851	Organism	Mycoplasma gallisepticum	2096	Mycoplasma gallisepticum	
NPT486	Organism	Toxoplasma gondii	5811	Toxoplasma gondii	
NPT487	Organism	Cladosporium cladosporioides	29917	Cladosporium cladosporioides	
NPT4876	Organism	Brevibacillus brevis	1393	Brevibacillus brevis	
NPT4879	Organism	Daucus carota	4039	Daucus carota	
NPT488	Organism	Cladosporium sphaerospermum	92950	Cladosporium sphaerospermum	
NPT489	Organism	Coptotermes formosanus	36987	Coptotermes formosanus	
NPT4890	Organism	Streptomyces griseus	1911	Streptomyces griseus	
NPT4900	Organism	Pyricularia	48558	Pyricularia	
NPT4910	Organism	Aphelenchoides besseyi	269767	Aphelenchoides besseyi	
NPT4923	Organism	Trichostrongylus colubriformis	6319	Trichostrongylus colubriformis	
NPT4924	Organism	Haemonchus contortus	6289	Haemonchus contortus	
